customer_id,total_revenue,average_order_value,transaction_count,first_purchase_date,last_purchase_date,customer_since,last_interaction,customer_tenure_months,days_since_last_purchase,days_since_last_interaction,customer_name,industry,company_size,support_tickets,satisfaction_score,churn_status
CUST1019,2163750.2800000003,196704.57090909092,11,2022-03-07,2025-01-24,2023-01-23,2025-06-30,30,193,36,"Gera, Sangha and Ramaswamy",Government,Enterprise,1,8,0
CUST1020,1719463.64,122818.83142857142,14,2022-01-06,2025-03-04,2019-05-04,2025-03-22,76,154,136,Shankar-Hora,Retail,Enterprise,40,9,0
CUST1021,682270.6699999999,68227.067,10,2022-08-20,2025-07-22,2021-07-08,2025-06-30,49,14,36,Sant-Zacharia,Manufacturing,Small,1,8,0
CUST1022,1812642.02,302107.00333333336,6,2022-01-27,2024-06-04,2025-06-10,2025-07-17,1,427,19,Karpe PLC,Retail,Mid-Market,40,7,0
CUST1023,829052.75,138175.45833333334,6,2022-01-29,2024-10-01,2022-07-31,2025-06-30,36,308,36,Minhas-Reddy,Manufacturing,Enterprise,1,8,0
CUST1024,411890.12,58841.44571428571,7,2023-01-19,2025-04-29,2024-08-03,2025-05-26,12,98,71,Chana-Divan,Manufacturing,Mid-Market,3,10,0
CUST1025,2664176.44,333022.055,8,2022-02-05,2024-03-04,2024-11-16,2025-03-31,8,519,127,Mane Group,Education,Mid-Market,34,10,0
CUST1026,3106859.73,221918.55214285714,14,2022-04-25,2025-05-01,2020-10-07,2024-11-13,58,96,265,"Acharya, Mandal and Kothari",Education,Small,4,10,0
CUST1027,1608757.6400000001,134063.1366666667,12,2022-02-16,2024-10-14,2024-05-17,2024-12-20,14,295,228,Mital Group,Non-Profit,Small,0,4,1
CUST1028,239972.03,39995.33833333333,6,2022-06-19,2025-01-23,2023-09-20,2025-06-30,22,194,36,Sampath-Misra,Finance,Small,1,8,0
CUST1029,608892.14,60889.214,10,2022-02-04,2025-03-09,2019-05-28,2025-06-30,75,149,36,Warrior-Padmanabhan,Manufacturing,Enterprise,1,8,0
CUST1030,1260025.41,90001.81499999999,14,2022-02-11,2024-11-05,2020-10-18,2025-06-30,58,273,36,Chanda-Mani,Finance,Enterprise,1,8,0
CUST1031,4144797.2199999997,230266.5122222222,18,2022-02-15,2025-07-04,2019-04-15,2024-12-23,76,32,225,Ghose Inc,Finance,Small,19,4,1
CUST1032,2241490.69,186790.89083333334,12,2022-07-05,2025-03-31,2024-09-01,2024-12-29,11,127,219,Munshi Inc,Finance,Small,1,9,0
CUST1033,1827845.06,182784.506,10,2022-11-17,2024-07-08,2022-06-29,2025-06-30,37,393,36,Mand-Bansal,Government,Enterprise,1,8,0
CUST1034,1618852.82,134904.40166666667,12,2022-02-18,2025-06-15,2020-07-30,2025-06-30,61,51,36,"Balasubramanian, Kalla and Vora",Education,Small,1,8,0
CUST1035,1220776.74,122077.674,10,2022-02-17,2025-02-08,2021-10-12,2025-06-30,46,178,36,Deep Ltd,Retail,Small,1,8,0
CUST1036,3598655.83,224915.989375,16,2022-02-07,2024-10-23,2020-09-04,2025-06-30,59,286,36,"Solanki, Luthra and Wason",Education,Enterprise,1,8,0
CUST1037,1653197.6300000001,236171.09000000003,7,2022-01-04,2025-04-06,2019-12-10,2025-06-30,68,121,36,"Magar, Trivedi and Aggarwal",Manufacturing,Small,1,8,0
CUST1038,1081084.45,108108.44499999999,10,2022-06-25,2025-02-24,2019-02-16,2025-06-30,78,162,36,"Warrior, Pal and Soman",Government,Enterprise,1,8,0
CUST1039,889862.5700000001,80896.59727272727,11,2022-04-23,2025-07-21,2019-06-25,2025-06-30,74,15,36,"Sachdev, Nair and Trivedi",Education,Enterprise,1,8,0
CUST1040,3625240.56,362524.056,10,2022-02-28,2025-07-09,2021-02-10,2025-06-30,54,27,36,"Datta, Cheema and Butala",Healthcare,Enterprise,1,8,0
CUST1041,2796482.32,233040.19333333333,12,2022-06-20,2025-05-16,2023-02-26,2025-06-30,29,81,36,Rout-Dayal,Retail,Mid-Market,1,8,0
CUST1042,1962074.8,130804.98666666666,15,2022-02-04,2025-06-18,2022-11-26,2025-06-30,32,48,36,"Agrawal, Sabharwal and Jaggi",Manufacturing,Mid-Market,1,8,0
CUST1043,1781272.37,222659.04625,8,2022-04-28,2025-01-11,2020-08-20,2025-06-30,60,206,36,Anne-Konda,Tech,Small,1,8,0
CUST1044,1397126.76,174640.845,8,2022-09-16,2025-07-16,2024-05-16,2025-06-30,14,20,36,Dhawan-Lala,Education,Mid-Market,1,8,0
CUST1045,1261004.46,114636.76909090909,11,2022-02-07,2025-07-21,2022-08-26,2023-10-22,35,15,653,Om LLC,Education,Mid-Market,35,1,1
CUST1046,1220768.1400000001,203461.3566666667,6,2022-09-18,2024-11-24,2023-01-22,2025-06-30,30,254,36,"Kamdar, Gulati and Brahmbhatt",Manufacturing,Enterprise,1,8,0
CUST1047,1168543.96,129838.21777777777,9,2022-01-06,2024-11-14,2023-02-28,2025-06-30,29,264,36,"Keer, Hans and Ben",Tech,Enterprise,1,8,0
CUST1048,2050033.1600000001,157694.85846153848,13,2022-02-19,2025-06-23,2024-01-16,2025-06-07,18,43,59,More and Sons,Healthcare,Enterprise,33,8,0
CUST1049,1720750.6700000002,172075.067,10,2022-02-08,2024-06-30,2019-04-26,2025-06-30,76,401,36,Sachar and Sons,Tech,Mid-Market,1,8,0
CUST1050,1114446.04,123827.33777777778,9,2022-08-24,2025-06-15,2023-06-14,2025-06-30,26,51,36,"Sachdev, Ganesan and Patla",Finance,Small,1,8,0
CUST1051,2742193.64,228516.1366666667,12,2022-02-10,2025-03-24,2021-02-27,2024-08-08,54,134,362,Bumb-Bajaj,Government,Enterprise,37,4,1
CUST1052,1936507.72,242063.465,8,2022-01-25,2024-09-11,2020-01-17,2025-06-30,67,328,36,Dalal-Shanker,Education,Enterprise,1,8,0
CUST1053,362050.51,60341.75166666667,6,2022-04-06,2024-11-09,2019-04-24,2025-06-30,76,269,36,"Sane, Hans and Sagar",Education,Mid-Market,1,8,0
CUST1054,2209232.0,184102.66666666666,12,2022-09-22,2025-05-04,2021-12-16,2024-01-17,44,93,566,Dora-Sethi,Finance,Enterprise,2,1,0
CUST1055,3599017.68,257072.69142857144,14,2022-03-09,2025-03-01,2019-03-07,2025-06-30,78,157,36,Ram-Mahajan,Healthcare,Enterprise,1,8,0
CUST1056,1521513.0,138319.36363636365,11,2022-01-03,2025-06-07,2021-02-24,2025-06-30,54,59,36,"Mannan, Prabhakar and Divan",Government,Enterprise,1,8,0
CUST1057,3404807.83,340480.783,10,2022-09-25,2025-07-20,2022-04-15,2025-06-30,40,16,36,Bava-Dada,Non-Profit,Small,1,8,0
CUST1058,1781834.7599999998,254547.82285714283,7,2023-03-16,2025-06-14,2019-02-28,2025-06-30,78,52,36,"Mangal, Doshi and Tara",Manufacturing,Mid-Market,1,8,0
CUST1059,1534419.71,219202.8157142857,7,2022-05-13,2025-06-13,2020-03-13,2025-06-30,65,53,36,Sidhu-Khare,Tech,Mid-Market,1,8,0
CUST1060,650161.42,81270.1775,8,2022-03-14,2025-04-12,2021-08-07,2023-09-26,48,115,679,"Ganguly, Garde and Buch",Education,Enterprise,37,8,0
CUST1061,629274.74,78659.3425,8,2022-03-21,2025-04-03,2025-04-15,2025-06-30,3,124,36,"Chatterjee, Agate and Rama",Tech,Small,1,8,0
CUST1062,1000929.9700000001,166821.66166666668,6,2022-11-28,2024-10-21,2021-02-15,2025-06-30,54,288,36,Jaggi PLC,Manufacturing,Enterprise,1,8,0
CUST1063,2078495.67,259811.95875,8,2022-03-12,2024-10-10,2022-04-14,2025-06-30,40,299,36,Padmanabhan Group,Non-Profit,Enterprise,1,8,0
CUST1064,3025938.21,252161.5175,12,2022-01-01,2025-07-20,2019-08-23,2025-06-30,72,16,36,"Patla, Purohit and Swaminathan",Government,Enterprise,1,8,0
CUST1065,1470251.29,147025.12900000002,10,2022-02-22,2025-03-07,2019-02-25,2025-06-30,78,151,36,Talwar Ltd,Education,Enterprise,1,8,0
CUST1066,142707.52,71353.76,2,2022-12-21,2024-06-21,2021-05-31,2025-06-30,50,410,36,Chauhan-Butala,Government,Enterprise,1,8,0
CUST1067,1109057.75,123228.63888888889,9,2022-03-07,2025-03-10,2025-05-29,2025-06-06,2,148,60,Pai-Muni,Tech,Small,41,8,0
CUST1068,1096409.68,137051.21,8,2022-01-03,2024-10-14,2024-12-01,2025-06-30,8,295,36,Zachariah LLC,Healthcare,Enterprise,1,8,0
CUST1069,507432.32,56381.36888888889,9,2022-02-05,2024-07-26,2020-08-15,2025-06-30,60,375,36,Agate and Sons,Government,Enterprise,1,8,0
CUST1070,2108909.16,263613.645,8,2022-03-02,2024-10-22,2020-05-05,2025-06-30,63,287,36,"Babu, Sant and Bassi",Tech,Small,1,8,0
CUST1071,1991117.0,104795.63157894737,19,2022-01-09,2025-06-03,2019-05-22,2025-06-30,75,63,36,Nagar Ltd,Finance,Enterprise,1,8,0
CUST1072,3569178.02,356917.802,10,2022-11-12,2025-07-11,2024-11-23,2025-06-30,8,25,36,"Comar, Karan and Buch",Tech,Mid-Market,1,8,0
CUST1073,893273.65,127610.52142857143,7,2022-11-20,2025-02-14,2020-10-20,2025-06-30,58,172,36,Sarkar Ltd,Manufacturing,Small,1,8,0
CUST1074,552865.1799999999,110573.036,5,2022-08-25,2025-06-15,2020-01-25,2025-06-30,67,51,36,Narayan and Sons,Finance,Mid-Market,1,8,0
CUST1075,1367075.38,113922.94833333332,12,2022-02-04,2024-11-12,2019-07-16,2025-04-03,73,266,124,Ranganathan-Samra,Healthcare,Small,10,9,0
CUST1076,639740.63,106623.43833333334,6,2022-01-04,2024-10-23,2021-11-22,2025-06-30,45,286,36,Dada PLC,Healthcare,Small,1,8,0
CUST1077,1421335.48,157926.16444444444,9,2022-02-10,2025-04-14,2019-06-21,2024-09-25,74,113,314,"Sood, Sridhar and Dhingra",Government,Enterprise,7,6,0
CUST1078,3072316.38,256026.365,12,2022-01-02,2025-05-04,2020-02-11,2025-06-30,66,93,36,"Ghose, Rao and Brahmbhatt",Healthcare,Small,1,8,0
CUST1079,1796484.4100000001,199609.3788888889,9,2022-05-31,2025-03-02,2021-10-23,2025-01-26,46,156,191,Shukla and Sons,Tech,Small,35,5,0
CUST1080,402764.0,44751.555555555555,9,2022-03-19,2025-05-25,2019-03-16,2025-06-30,77,72,36,Rege-Master,Government,Enterprise,1,8,0
CUST1081,89141.88,22285.47,4,2022-04-10,2025-04-01,2019-07-23,2025-06-30,73,126,36,Boase Ltd,Non-Profit,Enterprise,1,8,0
CUST1082,856783.3999999999,107097.92499999999,8,2022-12-13,2025-04-28,2023-04-10,2024-09-25,28,99,314,"Divan, Sethi and Wable",Education,Enterprise,3,5,0
CUST1083,1441656.55,144165.655,10,2022-05-23,2025-03-04,2020-01-25,2025-06-30,67,154,36,Balasubramanian-Bhardwaj,Retail,Small,1,8,0
CUST1084,1095752.7,156536.1,7,2023-01-03,2025-03-28,2023-12-28,2024-12-25,19,130,223,Kalita Group,Retail,Enterprise,26,3,1
CUST1085,1091772.31,218354.462,5,2022-07-15,2024-07-14,2022-10-12,2025-06-30,34,387,36,"Bose, Bhardwaj and Rau",Manufacturing,Mid-Market,1,8,0
CUST1086,1359292.3900000001,169911.54875000002,8,2022-01-29,2025-01-20,2020-04-07,2023-08-21,64,197,715,Bali-Iyengar,Retail,Mid-Market,8,4,0
CUST1087,2374111.67,169579.405,14,2022-01-26,2025-05-09,2021-10-31,2023-10-13,45,88,662,Pradhan-Pillay,Manufacturing,Enterprise,30,3,1
CUST1088,1410629.93,94041.99533333333,15,2022-08-31,2025-06-12,2024-08-18,2024-09-01,11,54,338,Oommen-Chaudhari,Manufacturing,Enterprise,30,10,0
CUST1089,1327782.4,265556.48,5,2022-10-09,2025-04-30,2023-01-08,2025-06-30,31,97,36,Bhandari and Sons,Manufacturing,Mid-Market,1,8,0
CUST1090,1279373.22,98413.32461538461,13,2022-06-10,2025-02-01,2020-12-08,2025-06-30,56,185,36,Kibe PLC,Education,Enterprise,1,8,0
CUST1091,1599466.3900000001,199933.29875000002,8,2022-04-12,2025-07-18,2021-07-15,2025-06-30,49,18,36,Ram PLC,Non-Profit,Enterprise,1,8,0
CUST1092,696301.45,139260.28999999998,5,2023-01-15,2025-04-12,2021-06-24,2024-08-26,50,115,344,Ramakrishnan-Goswami,Finance,Small,9,10,0
CUST1093,2701174.0,300130.44444444444,9,2022-08-27,2025-07-13,2025-01-29,2025-06-30,6,23,36,Pillai-Venkatesh,Healthcare,Mid-Market,27,5,0
CUST1094,1113535.59,123726.17666666668,9,2022-01-16,2025-06-16,2021-09-05,2025-06-30,47,50,36,"Basu, Dixit and Varty",Education,Small,1,8,0
CUST1095,4010672.48,222815.13777777777,18,2022-05-05,2025-06-22,2020-01-02,2025-06-30,68,44,36,Dhingra-Vyas,Manufacturing,Small,1,8,0
CUST1096,1603029.96,160302.99599999998,10,2022-01-28,2025-06-12,2021-09-27,2025-06-30,46,54,36,Lad-Merchant,Finance,Mid-Market,1,8,0
CUST1097,715100.03,119183.33833333333,6,2022-04-12,2024-12-22,2024-05-25,2024-06-01,14,226,430,Batra-Som,Government,Mid-Market,33,5,0
CUST1098,1458041.13,162004.56999999998,9,2022-04-26,2025-06-08,2020-10-28,2023-10-27,58,58,648,Sura PLC,Manufacturing,Enterprise,21,4,1
CUST1099,2916394.55,162021.91944444444,18,2022-01-27,2025-05-09,2021-09-06,2024-06-18,47,88,413,"Deol, Dalal and Gill",Education,Mid-Market,4,5,1
CUST1100,1200691.36,109153.76000000001,11,2022-06-20,2025-07-18,2022-01-08,2024-12-31,43,18,217,"Dayal, Mital and Arora",Healthcare,Small,35,7,0
CUST1101,604353.6,100725.59999999999,6,2022-01-21,2025-01-11,2023-06-01,2025-06-30,26,206,36,Sibal Ltd,Retail,Mid-Market,1,8,0
CUST1102,588928.48,117785.696,5,2022-10-06,2025-07-17,2023-06-23,2025-06-30,25,19,36,"Muni, Bali and Sarin",Healthcare,Mid-Market,1,8,0
CUST1103,2069134.99,188103.1809090909,11,2022-01-24,2025-03-13,2024-01-24,2024-10-01,18,145,308,"Morar, Nagar and Cherian",Government,Small,1,6,0
CUST1104,1067578.49,118619.83222222222,9,2022-01-08,2025-06-16,2024-05-18,2025-06-30,14,50,36,Narain-Bora,Healthcare,Mid-Market,1,8,0
CUST1105,1236876.9,123687.68999999999,10,2022-02-18,2025-07-20,2025-05-05,2025-05-12,3,16,85,Mangat Ltd,Retail,Small,20,10,0
CUST1106,887473.72,73956.14333333333,12,2022-02-01,2025-05-17,2025-07-09,2025-07-13,0,80,23,Aurora LLC,Retail,Mid-Market,21,5,0
CUST1107,1037227.42,115247.49111111111,9,2022-02-07,2025-01-23,2023-10-06,2024-02-12,22,194,540,"Chada, Narula and Parikh",Healthcare,Small,38,1,1
CUST1108,443611.46,73935.24333333333,6,2022-08-09,2024-10-24,2024-09-29,2024-10-22,10,285,287,"Shankar, Srivastava and Kumar",Tech,Enterprise,49,3,1
CUST1109,2082419.3199999998,189310.84727272726,11,2022-02-02,2025-06-27,2023-08-23,2025-06-30,23,39,36,Lall-Kapadia,Non-Profit,Small,1,8,0
CUST1110,1855862.8900000001,231982.86125000002,8,2022-01-25,2024-12-30,2020-06-28,2025-07-04,62,218,32,"Solanki, Mahajan and Pall",Manufacturing,Small,10,10,0
CUST1111,1571585.79,142871.43545454546,11,2022-09-29,2025-03-23,2021-04-11,2025-06-30,52,135,36,Zachariah-Bal,Healthcare,Mid-Market,1,8,0
CUST1112,913612.1,76134.34166666666,12,2022-02-14,2025-05-05,2023-03-30,2025-04-29,28,92,98,"Mukhopadhyay, Raj and Bumb",Manufacturing,Small,6,5,0
CUST1113,1973490.52,197349.052,10,2022-05-29,2025-05-28,2021-07-29,2025-06-30,48,69,36,Comar Group,Non-Profit,Small,1,8,0
CUST1114,2344751.54,195395.96166666667,12,2022-01-14,2024-12-21,2019-06-16,2024-04-22,74,227,470,Ravi-Patla,Non-Profit,Enterprise,39,2,1
CUST1115,1617442.93,124418.68692307692,13,2022-02-26,2025-02-21,2019-05-11,2025-06-30,75,165,36,Dutt Group,Retail,Mid-Market,1,8,0
CUST1116,3157502.25,263125.1875,12,2022-11-03,2025-04-17,2019-01-18,2025-06-30,79,110,36,Singh Inc,Manufacturing,Small,1,8,0
CUST1117,1841993.91,263141.9871428571,7,2022-03-28,2025-03-09,2022-02-08,2025-06-30,42,149,36,Bumb-Borde,Education,Small,1,8,0
CUST1118,1820839.6600000001,165530.8781818182,11,2022-04-27,2025-01-26,2022-01-12,2025-06-05,43,191,61,Morar LLC,Finance,Small,30,9,0
CUST1119,1998910.55,133260.70333333334,15,2022-03-04,2025-07-01,2023-02-03,2025-06-30,30,35,36,"Gill, Bansal and Doshi",Education,Enterprise,1,8,0
CUST1120,2960276.31,197351.75400000002,15,2022-07-01,2025-05-19,2021-05-20,2024-09-23,51,78,316,Chokshi and Sons,Tech,Mid-Market,14,3,1
CUST1121,1719684.4000000001,171968.44,10,2022-01-11,2025-04-21,2022-01-03,2025-06-30,43,106,36,"Dyal, Misra and Wali",Healthcare,Enterprise,1,8,0
CUST1122,464686.20999999996,77447.70166666666,6,2022-09-11,2025-05-16,2021-03-15,2025-06-30,53,81,36,Devi-Deshmukh,Retail,Small,1,8,0
CUST1123,1246884.3800000001,124688.43800000001,10,2022-10-30,2025-05-02,2023-10-19,2025-06-30,21,95,36,Naik Ltd,Tech,Mid-Market,1,8,0
CUST1124,1388881.47,138888.147,10,2022-01-28,2025-07-08,2024-05-04,2025-06-30,15,28,36,Pillay-Walla,Finance,Small,1,8,0
CUST1125,2117835.4699999997,162910.42076923075,13,2022-08-29,2025-05-22,2021-07-04,2025-06-30,49,75,36,"Varkey, Viswanathan and Sahni",Tech,Enterprise,1,8,0
CUST1126,1382362.39,115196.86583333333,12,2022-10-02,2025-07-01,2023-05-15,2025-06-30,27,35,36,Nadkarni Group,Non-Profit,Enterprise,1,8,0
CUST1127,1564874.71,156487.471,10,2022-02-26,2024-11-18,2023-04-25,2024-04-03,27,260,489,Kalita-Puri,Retail,Mid-Market,36,2,1
CUST1128,1349026.18,149891.79777777777,9,2022-10-02,2025-07-05,2024-12-19,2025-06-30,7,31,36,"Dyal, Mital and Kar",Manufacturing,Small,1,8,0
CUST1129,2177468.0300000003,128086.35470588238,17,2022-01-11,2025-07-13,2025-04-02,2025-06-30,4,23,36,Sachar Inc,Finance,Enterprise,1,8,0
CUST1130,1241041.9000000001,137893.54444444447,9,2022-10-11,2025-07-24,2024-10-26,2025-06-30,9,12,36,Aurora-Mannan,Education,Small,1,8,0
CUST1131,644110.22,80513.7775,8,2022-01-29,2025-01-25,2021-01-15,2025-06-30,55,192,36,"Venkatesh, Sur and Jha",Healthcare,Enterprise,1,8,0
CUST1132,1155828.34,144478.5425,8,2022-05-28,2025-02-04,2025-05-28,2025-06-30,2,182,36,Bedi LLC,Manufacturing,Small,1,8,0
CUST1133,2114345.19,140956.346,15,2022-06-08,2025-04-22,2023-04-09,2024-09-23,28,105,316,Shanker Inc,Tech,Mid-Market,50,3,0
CUST1134,1281894.6,160236.825,8,2023-03-12,2025-06-01,2024-03-31,2025-06-30,16,65,36,Tata Group,Healthcare,Small,1,8,0
CUST1135,4004915.9699999997,500614.49624999997,8,2022-07-08,2024-12-23,2025-01-24,2025-07-19,6,225,17,"Karan, Dhaliwal and Gandhi",Tech,Small,13,9,0
CUST1136,820392.47,205098.1175,4,2022-11-17,2025-03-26,2022-07-31,2025-06-30,36,132,36,Deo-Pillai,Tech,Enterprise,1,8,0
CUST1137,3196706.6100000003,290609.69181818183,11,2022-05-05,2025-03-05,2023-07-21,2024-11-02,24,153,276,Barman-Saini,Education,Mid-Market,30,5,1
CUST1138,1237807.74,103150.645,12,2022-01-11,2025-05-14,2021-11-21,2025-06-30,45,83,36,Master-Hayre,Non-Profit,Small,1,8,0
CUST1139,1053758.28,87813.19,12,2022-07-17,2025-07-24,2024-11-24,2025-02-13,8,12,173,Basu Inc,Manufacturing,Mid-Market,49,3,0
CUST1140,290744.42000000004,48457.40333333334,6,2022-03-13,2024-06-22,2019-10-26,2025-02-03,70,409,183,Deo-Chand,Government,Small,5,1,0
CUST1141,2677425.05,243402.27727272725,11,2022-01-10,2025-07-24,2019-01-24,2025-06-30,79,12,36,Nigam-Pillai,Manufacturing,Mid-Market,1,8,0
CUST1142,299172.32,33241.36888888889,9,2022-06-27,2025-07-12,2022-05-22,2025-06-30,39,24,36,"Dey, Samra and Kadakia",Retail,Mid-Market,1,8,0
CUST1143,661867.9400000001,94552.56285714287,7,2023-02-15,2025-01-14,2019-09-16,2025-06-30,71,203,36,Rai-Comar,Manufacturing,Enterprise,1,8,0
CUST1144,3260552.18,326055.218,10,2022-05-28,2024-04-03,2023-12-25,2024-04-04,19,489,488,Banerjee and Sons,Manufacturing,Small,11,1,0
CUST1145,2450449.2399999998,188496.09538461536,13,2022-08-14,2025-06-06,2022-12-10,2024-09-10,32,60,329,Gera and Sons,Manufacturing,Enterprise,44,1,1
CUST1146,678630.0800000001,113105.01333333335,6,2022-02-17,2025-01-05,2024-10-30,2024-12-29,9,212,219,"Mittal, Jain and Chandra",Retail,Small,45,4,1
CUST1147,2160486.2,216048.62000000002,10,2022-05-16,2025-04-21,2025-04-28,2025-06-30,3,106,36,Sethi-Nagy,Education,Mid-Market,1,8,0
CUST1148,1104600.96,220920.19199999998,5,2022-09-24,2025-07-06,2021-12-03,2024-04-21,44,30,471,Narayan Ltd,Retail,Mid-Market,10,4,1
CUST1149,2101167.0500000003,210116.70500000002,10,2022-02-02,2025-07-09,2019-07-23,2025-06-30,73,27,36,Chakrabarti-Barad,Education,Enterprise,1,8,0
CUST1150,1472366.8699999999,210338.12428571426,7,2022-06-09,2025-01-15,2022-10-13,2024-06-27,34,202,404,Chada-Kumar,Tech,Mid-Market,12,5,0
CUST1151,637862.8200000001,79732.85250000001,8,2022-01-10,2024-05-04,2023-10-28,2024-11-14,21,458,264,"Kamdar, Mannan and Sibal",Retail,Small,15,2,1
CUST1152,1238754.09,154844.26125,8,2022-05-24,2025-06-10,2025-02-12,2025-06-30,5,56,36,Gill-Ramaswamy,Education,Enterprise,1,8,0
CUST1153,1062365.4100000001,106236.54100000001,10,2022-03-08,2025-03-18,2019-08-15,2025-06-30,72,140,36,"Lall, Agarwal and Ahuja",Manufacturing,Small,1,8,0
CUST1154,1329875.6199999999,94991.11571428571,14,2022-05-01,2025-06-30,2022-12-02,2025-06-30,32,36,36,Chand Group,Finance,Small,1,8,0
CUST1155,3786259.79,291250.7530769231,13,2022-01-13,2024-12-22,2019-09-29,2024-06-01,71,226,430,"Mutti, Som and Palla",Government,Enterprise,2,6,0
CUST1156,2836437.4699999997,202602.6764285714,14,2022-01-01,2025-07-13,2019-03-11,2024-12-06,77,23,242,Seth-Mukherjee,Tech,Small,29,9,0
CUST1157,2220635.16,170818.08923076926,13,2022-01-09,2025-06-21,2025-07-17,2025-07-18,0,45,18,"Ratti, Vala and Manne",Tech,Small,43,1,0
CUST1158,3616615.85,258329.70357142857,14,2022-01-17,2025-05-13,2020-12-20,2024-11-05,56,84,273,"Nagi, Tandon and Dhaliwal",Non-Profit,Enterprise,39,2,1
CUST1159,1100945.39,122327.26555555554,9,2022-08-22,2025-06-25,2024-07-15,2024-10-13,12,41,296,Oommen-Jaggi,Manufacturing,Enterprise,9,8,0
CUST1160,2173983.32,241553.7022222222,9,2022-01-06,2025-03-29,2024-02-06,2025-06-30,18,129,36,Patla Group,Manufacturing,Enterprise,1,8,0
CUST1161,351934.50999999995,70386.90199999999,5,2022-05-20,2024-05-28,2025-03-20,2025-06-30,4,434,36,Chanda LLC,Tech,Enterprise,1,8,0
CUST1162,2487013.36,248701.33599999998,10,2022-05-08,2025-03-13,2021-11-08,2023-07-28,45,145,739,Muni-Badal,Finance,Small,20,8,0
CUST1163,2471751.55,176553.68214285714,14,2022-05-11,2024-10-14,2021-09-24,2025-02-14,47,295,172,Bahl Ltd,Government,Small,0,1,0
CUST1164,2087055.3,231895.03333333333,9,2022-01-27,2025-07-14,2019-12-22,2025-06-30,68,22,36,Kapoor-Deshmukh,Manufacturing,Enterprise,1,8,0
CUST1165,1367304.87,151922.76333333334,9,2022-02-04,2024-11-29,2023-03-01,2023-09-26,29,249,679,Lal-Kaur,Finance,Mid-Market,37,9,0
CUST1166,842833.47,168566.694,5,2022-08-16,2025-07-20,2020-06-26,2023-07-27,62,16,740,"Ramachandran, Dalal and Buch",Non-Profit,Enterprise,1,5,0
CUST1167,1659654.63,165965.463,10,2022-12-24,2025-06-06,2024-02-22,2025-06-30,17,60,36,Dhingra-Mital,Manufacturing,Small,1,8,0
CUST1168,2131566.65,304509.52142857143,7,2022-02-27,2025-06-25,2022-01-21,2024-03-08,43,41,515,"Karan, Ganguly and Khanna",Non-Profit,Mid-Market,9,5,1
CUST1169,2448032.89,188310.2223076923,13,2022-01-09,2025-04-11,2021-04-30,2024-02-24,51,116,528,Savant-Jha,Retail,Small,10,2,1
CUST1170,2163902.02,216390.202,10,2022-02-13,2025-03-26,2022-03-18,2025-06-30,41,132,36,"Sagar, Lal and Ram",Tech,Mid-Market,1,8,0
CUST1171,771253.87,96406.73375,8,2022-02-20,2024-12-01,2023-12-21,2025-06-30,19,247,36,Varghese Group,Manufacturing,Mid-Market,1,8,0
CUST1172,2393499.55,159566.63666666666,15,2022-01-13,2025-02-04,2024-06-25,2025-03-11,13,182,147,Oak Inc,Healthcare,Mid-Market,11,5,0
CUST1173,2843650.27,284365.027,10,2023-03-01,2025-05-09,2024-06-14,2025-06-30,13,88,36,"Suri, Sehgal and Krishnan",Retail,Enterprise,1,8,0
CUST1174,2233331.3400000003,279166.41750000004,8,2022-05-13,2024-10-24,2020-02-07,2025-06-30,66,285,36,"Oza, Salvi and Cherian",Education,Enterprise,1,8,0
CUST1175,1758710.09,146559.17416666666,12,2022-02-05,2025-07-18,2023-05-26,2025-06-30,26,18,36,Bala PLC,Non-Profit,Mid-Market,1,8,0
CUST1176,2883487.53,288348.75299999997,10,2022-04-27,2024-07-07,2025-07-06,2025-06-30,1,394,36,"Issac, Doctor and Peri",Non-Profit,Small,1,8,0
CUST1177,2935436.2199999997,266857.83818181814,11,2022-11-11,2025-06-19,2019-12-17,2025-06-30,68,47,36,"Dada, Sachdeva and Divan",Non-Profit,Mid-Market,1,8,0
CUST1178,2018853.58,336475.5966666667,6,2022-06-29,2025-06-21,2021-10-27,2025-03-03,45,45,155,Desai LLC,Retail,Mid-Market,2,7,0
CUST1179,3420869.82,310988.16545454547,11,2022-03-26,2024-11-18,2021-07-31,2025-05-01,48,260,96,Ganesh and Sons,Manufacturing,Small,48,7,0
CUST1180,774352.03,70395.6390909091,11,2022-03-12,2025-06-18,2022-07-01,2025-05-15,37,48,82,"Sant, Merchant and Lad",Tech,Mid-Market,36,7,0
CUST1181,1236132.72,123613.272,10,2022-01-24,2024-11-05,2019-11-17,2025-06-30,69,273,36,Comar Ltd,Government,Mid-Market,1,8,0
CUST1182,753007.66,83667.51777777779,9,2022-10-23,2025-07-24,2024-06-11,2025-06-30,14,12,36,Issac-Garde,Retail,Enterprise,1,8,0
CUST1183,862310.94,107788.8675,8,2022-07-11,2025-01-26,2023-03-01,2025-06-30,29,191,36,"Dani, Patel and Sekhon",Education,Enterprise,1,8,0
CUST1184,1914199.5899999999,319033.26499999996,6,2022-02-15,2024-12-08,2020-01-27,2025-06-30,67,240,36,Buch Group,Education,Small,1,8,0
CUST1185,2010676.84,167556.40333333335,12,2022-07-16,2025-02-03,2019-12-16,2025-07-23,68,183,13,"Mitter, Puri and Acharya",Education,Enterprise,6,5,0
