customer_id,customer_name,industry,company_size,customer_since,last_interaction,support_tickets,satisfaction_score,churn_status
CUST0994,"Gupta, Dayal and Ravi",Non-Profit,Mid-Market,2022-03-02,2025-06-30,1,8,0
CUST0995,Kannan LLC,Tech,Small,2020-03-12,2025-06-30,1,8,0
CUST0996,Bahl-Balay,Manufacturing,Enterprise,2023-10-29,2025-06-30,1,8,0
CUST0997,"Jhaveri, Sunder and Soni",Non-Profit,Small,2019-01-01,2025-06-30,1,8,0
CUST0998,"Kamdar, Keer and Mukhopadhyay",Non-Profit,Enterprise,2025-05-05,2025-07-17,13,6,0
CUST0999,"Raju, Badal and Ghose",Education,Mid-Market,2019-04-29,2025-06-30,1,8,0
CUST1000,"Rajagopalan, Krishna and Chanda",Tech,Enterprise,2022-11-16,2025-06-30,1,8,0
CUST1001,"Kumar, Mahajan and Sabharwal",Government,Small,2022-03-22,2025-06-30,1,8,0
CUST1002,"Hegde, Boase and Srivastava",Retail,Enterprise,2020-09-03,2025-06-30,1,8,0
CUST1003,Radhakrishnan-Nori,Non-Profit,Mid-Market,2019-08-18,2024-09-21,29,6,0
CUST1004,"Balakrishnan, Hari and Tiwari",Healthcare,Enterprise,2022-09-27,2025-06-30,1,8,0
CUST1005,Shah and Sons,Healthcare,Enterprise,2020-04-21,2023-10-14,40,7,0
CUST1006,Parikh Ltd,Non-Profit,Mid-Market,2019-02-20,2025-06-30,1,8,0
CUST1007,"Ghosh, Cheema and Chadha",Manufacturing,Small,2024-06-19,2025-06-30,1,8,0
CUST1008,Aggarwal-Issac,Government,Mid-Market,2023-08-24,2025-06-30,1,8,0
CUST1009,Patil-Parmer,Finance,Small,2021-07-22,2025-06-30,1,8,0
CUST1010,"Jha, Rai and Dada",Retail,Small,2021-01-07,2025-06-30,1,8,0
CUST1011,"Rattan, Narasimhan and Kalita",Education,Small,2025-06-02,2025-07-10,9,9,0
CUST1012,Saha Ltd,Education,Mid-Market,2022-07-13,2025-05-01,14,1,0
CUST1013,Ratti-Chana,Finance,Mid-Market,2025-04-26,2025-05-11,7,8,0
CUST1014,"Muni, D’Alia and Dube",Non-Profit,Small,2019-01-27,2025-06-30,1,8,0
CUST1015,"Krishnan, Dewan and Gole",Non-Profit,Mid-Market,2023-06-11,2024-07-27,5,6,0
CUST1016,Sengupta-Kamdar,Finance,Small,2023-04-10,2025-06-30,1,8,0
CUST1017,Mander Ltd,Healthcare,Small,2022-09-27,2025-06-30,1,8,0
CUST1018,"Dani, Nair and Venkataraman",Finance,Enterprise,2021-06-12,2024-11-17,28,4,1
CUST1019,"Gera, Sangha and Ramaswamy",Government,Enterprise,2023-01-23,2025-06-30,1,8,0
CUST1020,Shankar-Hora,Retail,Enterprise,2019-05-04,2025-03-22,40,9,0
CUST1021,Sant-Zacharia,Manufacturing,Small,2021-07-08,2025-06-30,1,8,0
CUST1022,Karpe PLC,Retail,Mid-Market,2025-06-10,2025-07-17,40,7,0
CUST1023,Minhas-Reddy,Manufacturing,Enterprise,2022-07-31,2025-06-30,1,8,0
CUST1024,Chana-Divan,Manufacturing,Mid-Market,2024-08-03,2025-05-26,3,10,0
CUST1025,Mane Group,Education,Mid-Market,2024-11-16,2025-03-31,34,10,0
CUST1026,"Acharya, Mandal and Kothari",Education,Small,2020-10-07,2024-11-13,4,10,0
CUST1027,Mital Group,Non-Profit,Small,2024-05-17,2024-12-20,0,4,1
CUST1028,Sampath-Misra,Finance,Small,2023-09-20,2025-06-30,1,8,0
CUST1029,Warrior-Padmanabhan,Manufacturing,Enterprise,2019-05-28,2025-06-30,1,8,0
CUST1030,Chanda-Mani,Finance,Enterprise,2020-10-18,2025-06-30,1,8,0
CUST1031,Ghose Inc,Finance,Small,2019-04-15,2024-12-23,19,4,1
CUST1032,Munshi Inc,Finance,Small,2024-09-01,2024-12-29,1,9,0
CUST1033,Mand-Bansal,Government,Enterprise,2022-06-29,2025-06-30,1,8,0
CUST1034,"Balasubramanian, Kalla and Vora",Education,Small,2020-07-30,2025-06-30,1,8,0
CUST1035,Deep Ltd,Retail,Small,2021-10-12,2025-06-30,1,8,0
CUST1036,"Solanki, Luthra and Wason",Education,Enterprise,2020-09-04,2025-06-30,1,8,0
CUST1037,"Magar, Trivedi and Aggarwal",Manufacturing,Small,2019-12-10,2025-06-30,1,8,0
CUST1038,"Warrior, Pal and Soman",Government,Enterprise,2019-02-16,2025-06-30,1,8,0
CUST1039,"Sachdev, Nair and Trivedi",Education,Enterprise,2019-06-25,2025-06-30,1,8,0
CUST1040,"Datta, Cheema and Butala",Healthcare,Enterprise,2021-02-10,2025-06-30,1,8,0
CUST1041,Rout-Dayal,Retail,Mid-Market,2023-02-26,2025-06-30,1,8,0
CUST1042,"Agrawal, Sabharwal and Jaggi",Manufacturing,Mid-Market,2022-11-26,2025-06-30,1,8,0
CUST1043,Anne-Konda,Tech,Small,2020-08-20,2025-06-30,1,8,0
CUST1044,Dhawan-Lala,Education,Mid-Market,2024-05-16,2025-06-30,1,8,0
CUST1045,Om LLC,Education,Mid-Market,2022-08-26,2023-10-22,35,1,1
CUST1046,"Kamdar, Gulati and Brahmbhatt",Manufacturing,Enterprise,2023-01-22,2025-06-30,1,8,0
CUST1047,"Keer, Hans and Ben",Tech,Enterprise,2023-02-28,2025-06-30,1,8,0
CUST1048,More and Sons,Healthcare,Enterprise,2024-01-16,2025-06-07,33,8,0
CUST1049,Sachar and Sons,Tech,Mid-Market,2019-04-26,2025-06-30,1,8,0
CUST1050,"Sachdev, Ganesan and Patla",Finance,Small,2023-06-14,2025-06-30,1,8,0
CUST1051,Bumb-Bajaj,Government,Enterprise,2021-02-27,2024-08-08,37,4,1
CUST1052,Dalal-Shanker,Education,Enterprise,2020-01-17,2025-06-30,1,8,0
CUST1053,"Sane, Hans and Sagar",Education,Mid-Market,2019-04-24,2025-06-30,1,8,0
CUST1054,Dora-Sethi,Finance,Enterprise,2021-12-16,2024-01-17,2,1,0
CUST1055,Ram-Mahajan,Healthcare,Enterprise,2019-03-07,2025-06-30,1,8,0
CUST1056,"Mannan, Prabhakar and Divan",Government,Enterprise,2021-02-24,2025-06-30,1,8,0
CUST1057,Bava-Dada,Non-Profit,Small,2022-04-15,2025-06-30,1,8,0
CUST1058,"Mangal, Doshi and Tara",Manufacturing,Mid-Market,2019-02-28,2025-06-30,1,8,0
CUST1059,Sidhu-Khare,Tech,Mid-Market,2020-03-13,2025-06-30,1,8,0
CUST1060,"Ganguly, Garde and Buch",Education,Enterprise,2021-08-07,2023-09-26,37,8,0
CUST1061,"Chatterjee, Agate and Rama",Tech,Small,2025-04-15,2025-06-30,1,8,0
CUST1062,Jaggi PLC,Manufacturing,Enterprise,2021-02-15,2025-06-30,1,8,0
CUST1063,Padmanabhan Group,Non-Profit,Enterprise,2022-04-14,2025-06-30,1,8,0
CUST1064,"Patla, Purohit and Swaminathan",Government,Enterprise,2019-08-23,2025-06-30,1,8,0
CUST1065,Talwar Ltd,Education,Enterprise,2019-02-25,2025-06-30,1,8,0
CUST1066,Chauhan-Butala,Government,Enterprise,2021-05-31,2025-06-30,1,8,0
CUST1067,Pai-Muni,Tech,Small,2025-05-29,2025-06-06,41,8,0
CUST1068,Zachariah LLC,Healthcare,Enterprise,2024-12-01,2025-06-30,1,8,0
CUST1069,Agate and Sons,Government,Enterprise,2020-08-15,2025-06-30,1,8,0
CUST1070,"Babu, Sant and Bassi",Tech,Small,2020-05-05,2025-06-30,1,8,0
CUST1071,Nagar Ltd,Finance,Enterprise,2019-05-22,2025-06-30,1,8,0
CUST1072,"Comar, Karan and Buch",Tech,Mid-Market,2024-11-23,2025-06-30,1,8,0
CUST1073,Sarkar Ltd,Manufacturing,Small,2020-10-20,2025-06-30,1,8,0
CUST1074,Narayan and Sons,Finance,Mid-Market,2020-01-25,2025-06-30,1,8,0
CUST1075,Ranganathan-Samra,Healthcare,Small,2019-07-16,2025-04-03,10,9,0
CUST1076,Dada PLC,Healthcare,Small,2021-11-22,2025-06-30,1,8,0
CUST1077,"Sood, Sridhar and Dhingra",Government,Enterprise,2019-06-21,2024-09-25,7,6,0
CUST1078,"Ghose, Rao and Brahmbhatt",Healthcare,Small,2020-02-11,2025-06-30,1,8,0
CUST1079,Shukla and Sons,Tech,Small,2021-10-23,2025-01-26,35,5,0
CUST1080,Rege-Master,Government,Enterprise,2019-03-16,2025-06-30,1,8,0
CUST1081,Boase Ltd,Non-Profit,Enterprise,2019-07-23,2025-06-30,1,8,0
CUST1082,"Divan, Sethi and Wable",Education,Enterprise,2023-04-10,2024-09-25,3,5,0
CUST1083,Balasubramanian-Bhardwaj,Retail,Small,2020-01-25,2025-06-30,1,8,0
CUST1084,Kalita Group,Retail,Enterprise,2023-12-28,2024-12-25,26,3,1
CUST1085,"Bose, Bhardwaj and Rau",Manufacturing,Mid-Market,2022-10-12,2025-06-30,1,8,0
CUST1086,Bali-Iyengar,Retail,Mid-Market,2020-04-07,2023-08-21,8,4,0
CUST1087,Pradhan-Pillay,Manufacturing,Enterprise,2021-10-31,2023-10-13,30,3,1
CUST1088,Oommen-Chaudhari,Manufacturing,Enterprise,2024-08-18,2024-09-01,30,10,0
CUST1089,Bhandari and Sons,Manufacturing,Mid-Market,2023-01-08,2025-06-30,1,8,0
CUST1090,Kibe PLC,Education,Enterprise,2020-12-08,2025-06-30,1,8,0
CUST1091,Ram PLC,Non-Profit,Enterprise,2021-07-15,2025-06-30,1,8,0
CUST1092,Ramakrishnan-Goswami,Finance,Small,2021-06-24,2024-08-26,9,10,0
CUST1093,Pillai-Venkatesh,Healthcare,Mid-Market,2025-01-29,2025-06-30,27,5,0
CUST1094,"Basu, Dixit and Varty",Education,Small,2021-09-05,2025-06-30,1,8,0
CUST1095,Dhingra-Vyas,Manufacturing,Small,2020-01-02,2025-06-30,1,8,0
CUST1096,Lad-Merchant,Finance,Mid-Market,2021-09-27,2025-06-30,1,8,0
CUST1097,Batra-Som,Government,Mid-Market,2024-05-25,2024-06-01,33,5,0
CUST1098,Sura PLC,Manufacturing,Enterprise,2020-10-28,2023-10-27,21,4,1
CUST1099,"Deol, Dalal and Gill",Education,Mid-Market,2021-09-06,2024-06-18,4,5,1
CUST1100,"Dayal, Mital and Arora",Healthcare,Small,2022-01-08,2024-12-31,35,7,0
CUST1101,Sibal Ltd,Retail,Mid-Market,2023-06-01,2025-06-30,1,8,0
CUST1102,"Muni, Bali and Sarin",Healthcare,Mid-Market,2023-06-23,2025-06-30,1,8,0
CUST1103,"Morar, Nagar and Cherian",Government,Small,2024-01-24,2024-10-01,1,6,0
CUST1104,Narain-Bora,Healthcare,Mid-Market,2024-05-18,2025-06-30,1,8,0
CUST1105,Mangat Ltd,Retail,Small,2025-05-05,2025-05-12,20,10,0
CUST1106,Aurora LLC,Retail,Mid-Market,2025-07-09,2025-07-13,21,5,0
CUST1107,"Chada, Narula and Parikh",Healthcare,Small,2023-10-06,2024-02-12,38,1,1
CUST1108,"Shankar, Srivastava and Kumar",Tech,Enterprise,2024-09-29,2024-10-22,49,3,1
CUST1109,Lall-Kapadia,Non-Profit,Small,2023-08-23,2025-06-30,1,8,0
CUST1110,"Solanki, Mahajan and Pall",Manufacturing,Small,2020-06-28,2025-07-04,10,10,0
CUST1111,Zachariah-Bal,Healthcare,Mid-Market,2021-04-11,2025-06-30,1,8,0
CUST1112,"Mukhopadhyay, Raj and Bumb",Manufacturing,Small,2023-03-30,2025-04-29,6,5,0
CUST1113,Comar Group,Non-Profit,Small,2021-07-29,2025-06-30,1,8,0
CUST1114,Ravi-Patla,Non-Profit,Enterprise,2019-06-16,2024-04-22,39,2,1
CUST1115,Dutt Group,Retail,Mid-Market,2019-05-11,2025-06-30,1,8,0
CUST1116,Singh Inc,Manufacturing,Small,2019-01-18,2025-06-30,1,8,0
CUST1117,Bumb-Borde,Education,Small,2022-02-08,2025-06-30,1,8,0
CUST1118,Morar LLC,Finance,Small,2022-01-12,2025-06-05,30,9,0
CUST1119,"Gill, Bansal and Doshi",Education,Enterprise,2023-02-03,2025-06-30,1,8,0
CUST1120,Chokshi and Sons,Tech,Mid-Market,2021-05-20,2024-09-23,14,3,1
CUST1121,"Dyal, Misra and Wali",Healthcare,Enterprise,2022-01-03,2025-06-30,1,8,0
CUST1122,Devi-Deshmukh,Retail,Small,2021-03-15,2025-06-30,1,8,0
CUST1123,Naik Ltd,Tech,Mid-Market,2023-10-19,2025-06-30,1,8,0
CUST1124,Pillay-Walla,Finance,Small,2024-05-04,2025-06-30,1,8,0
CUST1125,"Varkey, Viswanathan and Sahni",Tech,Enterprise,2021-07-04,2025-06-30,1,8,0
CUST1126,Nadkarni Group,Non-Profit,Enterprise,2023-05-15,2025-06-30,1,8,0
CUST1127,Kalita-Puri,Retail,Mid-Market,2023-04-25,2024-04-03,36,2,1
CUST1128,"Dyal, Mital and Kar",Manufacturing,Small,2024-12-19,2025-06-30,1,8,0
CUST1129,Sachar Inc,Finance,Enterprise,2025-04-02,2025-06-30,1,8,0
CUST1130,Aurora-Mannan,Education,Small,2024-10-26,2025-06-30,1,8,0
CUST1131,"Venkatesh, Sur and Jha",Healthcare,Enterprise,2021-01-15,2025-06-30,1,8,0
CUST1132,Bedi LLC,Manufacturing,Small,2025-05-28,2025-06-30,1,8,0
CUST1133,Shanker Inc,Tech,Mid-Market,2023-04-09,2024-09-23,50,3,0
CUST1134,Tata Group,Healthcare,Small,2024-03-31,2025-06-30,1,8,0
CUST1135,"Karan, Dhaliwal and Gandhi",Tech,Small,2025-01-24,2025-07-19,13,9,0
CUST1136,Deo-Pillai,Tech,Enterprise,2022-07-31,2025-06-30,1,8,0
CUST1137,Barman-Saini,Education,Mid-Market,2023-07-21,2024-11-02,30,5,1
CUST1138,Master-Hayre,Non-Profit,Small,2021-11-21,2025-06-30,1,8,0
CUST1139,Basu Inc,Manufacturing,Mid-Market,2024-11-24,2025-02-13,49,3,0
CUST1140,Deo-Chand,Government,Small,2019-10-26,2025-02-03,5,1,0
CUST1141,Nigam-Pillai,Manufacturing,Mid-Market,2019-01-24,2025-06-30,1,8,0
CUST1142,"Dey, Samra and Kadakia",Retail,Mid-Market,2022-05-22,2025-06-30,1,8,0
CUST1143,Rai-Comar,Manufacturing,Enterprise,2019-09-16,2025-06-30,1,8,0
CUST1144,Banerjee and Sons,Manufacturing,Small,2023-12-25,2024-04-04,11,1,0
CUST1145,Gera and Sons,Manufacturing,Enterprise,2022-12-10,2024-09-10,44,1,1
CUST1146,"Mittal, Jain and Chandra",Retail,Small,2024-10-30,2024-12-29,45,4,1
CUST1147,Sethi-Nagy,Education,Mid-Market,2025-04-28,2025-06-30,1,8,0
CUST1148,Narayan Ltd,Retail,Mid-Market,2021-12-03,2024-04-21,10,4,1
CUST1149,Chakrabarti-Barad,Education,Enterprise,2019-07-23,2025-06-30,1,8,0
CUST1150,Chada-Kumar,Tech,Mid-Market,2022-10-13,2024-06-27,12,5,0
CUST1151,"Kamdar, Mannan and Sibal",Retail,Small,2023-10-28,2024-11-14,15,2,1
CUST1152,Gill-Ramaswamy,Education,Enterprise,2025-02-12,2025-06-30,1,8,0
CUST1153,"Lall, Agarwal and Ahuja",Manufacturing,Small,2019-08-15,2025-06-30,1,8,0
CUST1154,Chand Group,Finance,Small,2022-12-02,2025-06-30,1,8,0
CUST1155,"Mutti, Som and Palla",Government,Enterprise,2019-09-29,2024-06-01,2,6,0
CUST1156,Seth-Mukherjee,Tech,Small,2019-03-11,2024-12-06,29,9,0
CUST1157,"Ratti, Vala and Manne",Tech,Small,2025-07-17,2025-07-18,43,1,0
CUST1158,"Nagi, Tandon and Dhaliwal",Non-Profit,Enterprise,2020-12-20,2024-11-05,39,2,1
CUST1159,Oommen-Jaggi,Manufacturing,Enterprise,2024-07-15,2024-10-13,9,8,0
CUST1160,Patla Group,Manufacturing,Enterprise,2024-02-06,2025-06-30,1,8,0
CUST1161,Chanda LLC,Tech,Enterprise,2025-03-20,2025-06-30,1,8,0
CUST1162,Muni-Badal,Finance,Small,2021-11-08,2023-07-28,20,8,0
CUST1163,Bahl Ltd,Government,Small,2021-09-24,2025-02-14,0,1,0
CUST1164,Kapoor-Deshmukh,Manufacturing,Enterprise,2019-12-22,2025-06-30,1,8,0
CUST1165,Lal-Kaur,Finance,Mid-Market,2023-03-01,2023-09-26,37,9,0
CUST1166,"Ramachandran, Dalal and Buch",Non-Profit,Enterprise,2020-06-26,2023-07-27,1,5,0
CUST1167,Dhingra-Mital,Manufacturing,Small,2024-02-22,2025-06-30,1,8,0
CUST1168,"Karan, Ganguly and Khanna",Non-Profit,Mid-Market,2022-01-21,2024-03-08,9,5,1
CUST1169,Savant-Jha,Retail,Small,2021-04-30,2024-02-24,10,2,1
CUST1170,"Sagar, Lal and Ram",Tech,Mid-Market,2022-03-18,2025-06-30,1,8,0
CUST1171,Varghese Group,Manufacturing,Mid-Market,2023-12-21,2025-06-30,1,8,0
CUST1172,Oak Inc,Healthcare,Mid-Market,2024-06-25,2025-03-11,11,5,0
CUST1173,"Suri, Sehgal and Krishnan",Retail,Enterprise,2024-06-14,2025-06-30,1,8,0
CUST1174,"Oza, Salvi and Cherian",Education,Enterprise,2020-02-07,2025-06-30,1,8,0
CUST1175,Bala PLC,Non-Profit,Mid-Market,2023-05-26,2025-06-30,1,8,0
CUST1176,"Issac, Doctor and Peri",Non-Profit,Small,2025-07-06,2025-06-30,1,8,0
CUST1177,"Dada, Sachdeva and Divan",Non-Profit,Mid-Market,2019-12-17,2025-06-30,1,8,0
CUST1178,Desai LLC,Retail,Mid-Market,2021-10-27,2025-03-03,2,7,0
CUST1179,Ganesh and Sons,Manufacturing,Small,2021-07-31,2025-05-01,48,7,0
CUST1180,"Sant, Merchant and Lad",Tech,Mid-Market,2022-07-01,2025-05-15,36,7,0
CUST1181,Comar Ltd,Government,Mid-Market,2019-11-17,2025-06-30,1,8,0
CUST1182,Issac-Garde,Retail,Enterprise,2024-06-11,2025-06-30,1,8,0
CUST1183,"Dani, Patel and Sekhon",Education,Enterprise,2023-03-01,2025-06-30,1,8,0
CUST1184,Buch Group,Education,Small,2020-01-27,2025-06-30,1,8,0
CUST1185,"Mitter, Puri and Acharya",Education,Enterprise,2019-12-16,2025-07-23,6,5,0
CUST1186,Gulati Inc,Retail,Enterprise,2021-11-01,2025-06-30,1,8,0
CUST1187,"Roy, Boase and Sarraf",Retail,Mid-Market,2023-11-29,2024-10-19,24,5,1
CUST1188,Maharaj-Mukhopadhyay,Education,Enterprise,2021-11-21,2023-10-12,3,1,1
CUST1189,Padmanabhan-Barman,Finance,Mid-Market,2022-02-28,2024-08-06,35,3,1
CUST1190,"Dutt, Chakrabarti and Kumer",Government,Enterprise,2021-01-20,2025-07-21,2,9,0
CUST1191,Keer-Sarma,Government,Mid-Market,2024-05-18,2024-07-25,32,10,0
CUST1192,"Tiwari, Varkey and Narang",Education,Small,2022-02-11,2024-10-15,1,10,0
CUST1193,Kala Inc,Non-Profit,Mid-Market,2025-01-31,2025-04-02,7,6,0
CUST1194,Chaudhuri-Goel,Non-Profit,Small,2023-01-29,2025-06-30,1,8,0
CUST1195,"Pandit, Bahl and Anand",Tech,Enterprise,2020-10-22,2025-03-21,0,5,0
CUST1196,"Johal, Wable and Kothari",Government,Enterprise,2021-05-26,2024-10-31,47,3,1
CUST1197,"Suri, Kala and Chawla",Manufacturing,Small,2022-05-10,2025-06-30,1,8,0
CUST1198,Sur PLC,Retail,Small,2021-03-20,2024-12-20,1,10,0
CUST1199,"Atwal, Setty and Divan",Finance,Small,2021-07-06,2025-06-30,1,8,0
CUST1200,Kade and Sons,Retail,Mid-Market,2019-05-01,2025-06-30,1,8,0
CUST1201,Mohanty-Sibal,Education,Small,2025-01-09,2025-06-30,1,8,0
CUST1202,"Jain, Setty and Devan",Tech,Enterprise,2023-02-12,2025-05-04,4,6,0
CUST1203,Toor-Mann,Retail,Mid-Market,2025-02-09,2025-05-12,47,8,0
CUST1204,Vala-Bali,Education,Mid-Market,2020-03-17,2023-10-03,11,3,1
CUST1205,Hayre-Bakshi,Tech,Mid-Market,2020-07-27,2025-02-17,45,1,0
CUST1206,Bahri-Narain,Healthcare,Mid-Market,2020-07-30,2025-06-30,1,8,0
CUST1207,Bir LLC,Finance,Enterprise,2022-08-22,2025-06-30,1,8,0
CUST1208,"Guha, Khurana and Nori",Non-Profit,Mid-Market,2019-11-16,2025-06-30,1,8,0
CUST1209,Bajwa PLC,Healthcare,Mid-Market,2020-07-18,2025-06-30,1,8,0
CUST1210,Parikh PLC,Government,Small,2020-05-15,2024-03-23,2,8,0
CUST1211,Hayre Group,Manufacturing,Enterprise,2022-03-10,2025-07-22,46,5,0
CUST1212,Kant LLC,Retail,Small,2022-08-30,2025-06-30,1,8,0
CUST1213,Date-Parmer,Tech,Enterprise,2021-07-11,2025-06-30,1,8,0
CUST1214,"Anand, Vora and Mammen",Education,Mid-Market,2023-05-30,2025-06-30,1,8,0
CUST1215,Rau Ltd,Manufacturing,Small,2022-08-23,2025-06-30,1,8,0
CUST1216,Ravel and Sons,Government,Small,2023-11-02,2025-06-30,1,8,0
CUST1217,Halder and Sons,Government,Enterprise,2022-10-24,2025-06-30,1,8,0
CUST1218,Golla-Mangal,Healthcare,Small,2022-11-23,2024-12-31,48,3,1
CUST1219,Lala-Hari,Tech,Mid-Market,2019-11-21,2025-06-30,1,8,0
CUST1220,Khatri Ltd,Retail,Small,2022-08-18,2025-06-30,1,8,0
CUST1221,Ray Inc,Finance,Mid-Market,2024-09-05,2025-06-30,1,8,0
CUST1222,Shenoy PLC,Education,Small,2023-07-22,2025-06-18,29,5,0
CUST1223,Kumer-Salvi,Retail,Mid-Market,2023-01-02,2025-06-30,1,8,0
CUST1224,"Vohra, Palla and Balakrishnan",Non-Profit,Enterprise,2019-01-16,2025-06-30,1,8,0
CUST1225,Gola Ltd,Retail,Enterprise,2025-06-13,2025-06-30,1,8,0
CUST1226,Kuruvilla Group,Healthcare,Enterprise,2021-07-17,2025-06-30,1,8,0
CUST1227,Rege-Doctor,Finance,Mid-Market,2024-09-02,2024-12-29,5,6,0
CUST1228,"Lad, Hayre and Chahal",Tech,Enterprise,2021-08-21,2025-06-30,1,8,0
CUST1229,Sant-Mohan,Government,Enterprise,2020-04-17,2025-06-30,1,8,0
CUST1230,Dayal Ltd,Finance,Enterprise,2020-02-21,2024-02-16,18,4,1
CUST1231,Gara Ltd,Non-Profit,Mid-Market,2023-06-16,2024-07-21,14,1,0
CUST1232,Reddy-Varkey,Government,Enterprise,2022-04-20,2025-06-30,1,8,0
CUST1233,Sachdeva-Manne,Education,Mid-Market,2019-05-25,2024-12-07,30,3,1
CUST1234,"Kibe, Oommen and Ram",Education,Enterprise,2021-05-09,2025-06-30,1,8,0
CUST1235,Varughese Group,Non-Profit,Small,2022-03-03,2025-06-30,1,8,0
CUST1236,Modi LLC,Non-Profit,Small,2020-01-10,2025-06-30,1,8,0
CUST1237,"Varughese, Natarajan and Bala",Finance,Mid-Market,2022-04-24,2025-06-30,1,8,0
CUST1238,Gole-Banik,Healthcare,Small,2020-06-15,2025-06-30,1,8,0
CUST1239,"Sani, Kala and Srivastava",Non-Profit,Mid-Market,2022-12-01,2024-02-01,30,4,0
CUST1240,Mangal Group,Tech,Enterprise,2022-02-04,2025-06-30,1,8,0
CUST1241,Lala-Verma,Finance,Mid-Market,2021-04-23,2023-07-27,36,5,0
CUST1242,"Minhas, Mody and Rana",Finance,Mid-Market,2023-01-20,2025-06-30,1,8,0
CUST1243,Kohli and Sons,Healthcare,Mid-Market,2019-10-19,2025-06-30,1,8,0
CUST1244,Reddy-Sama,Non-Profit,Mid-Market,2022-04-29,2025-06-30,1,8,0
CUST1245,"Parmar, Oza and Kanda",Tech,Mid-Market,2024-05-13,2025-06-30,1,8,0
CUST1246,Menon-Raval,Finance,Small,2020-09-07,2025-06-30,1,8,0
CUST1247,Anne-Chandra,Tech,Enterprise,2020-05-13,2025-06-30,1,8,0
CUST1248,Hayre-Misra,Healthcare,Mid-Market,2019-02-28,2025-03-09,25,3,0
CUST1249,"Sarin, Raghavan and Naik",Government,Mid-Market,2024-01-29,2025-04-18,5,8,0
CUST1250,"Kunda, Prabhu and Sangha",Manufacturing,Enterprise,2020-03-26,2025-06-30,1,8,0
CUST1251,"Shah, Keer and Bhardwaj",Government,Enterprise,2022-08-11,2025-06-30,1,8,0
CUST1252,Din PLC,Finance,Enterprise,2021-11-11,2025-06-30,1,8,0
CUST1253,Gera-Tak,Retail,Enterprise,2021-10-17,2024-09-03,8,10,0
CUST1254,Krishnan Ltd,Manufacturing,Mid-Market,2019-04-27,2025-06-30,1,8,0
CUST1255,Krishna LLC,Tech,Small,2022-05-20,2025-06-30,1,8,0
CUST1256,"Vig, Handa and Bali",Tech,Small,2022-07-07,2025-06-30,1,8,0
CUST1257,Pillai and Sons,Government,Small,2024-04-10,2024-09-04,5,10,0
CUST1258,Jha Ltd,Finance,Mid-Market,2024-11-17,2025-06-30,1,8,0
CUST1259,Venkataraman-Toor,Manufacturing,Mid-Market,2022-11-02,2025-06-30,1,8,0
CUST1260,Kala-Sankar,Education,Small,2022-09-13,2023-08-20,14,8,0
CUST1261,Karnik-Sathe,Finance,Enterprise,2020-09-01,2024-08-06,1,5,1
CUST1262,"Goel, Deshmukh and Morar",Healthcare,Small,2020-03-28,2025-06-30,1,8,0
CUST1263,"Pillay, Dutt and Datta",Manufacturing,Enterprise,2025-04-17,2025-06-30,1,8,0
CUST1264,"Bhalla, Kala and Mody",Finance,Enterprise,2020-05-01,2025-03-16,0,10,0
CUST1265,"Dhar, Nath and Dutta",Finance,Mid-Market,2023-12-22,2024-03-31,19,9,0
CUST1266,Gola-Khosla,Healthcare,Enterprise,2025-05-29,2025-06-30,1,8,0
CUST1267,Oza-Soni,Education,Small,2024-04-08,2025-06-30,1,8,0
CUST1268,Purohit-Cheema,Education,Mid-Market,2021-05-28,2023-10-09,21,3,0
CUST1269,Raval-Sule,Manufacturing,Enterprise,2024-05-26,2024-07-05,45,2,1
CUST1270,"Memon, Swamy and Bal",Manufacturing,Small,2022-04-21,2025-06-30,1,8,0
CUST1271,Saraf-Garde,Non-Profit,Enterprise,2020-11-19,2023-09-30,35,3,1
CUST1272,Sen LLC,Healthcare,Small,2022-06-15,2025-06-30,1,8,0
CUST1273,"Balasubramanian, Jha and Narang",Manufacturing,Enterprise,2019-06-29,2025-06-30,1,8,0
CUST1274,Ramesh-Raval,Education,Mid-Market,2020-01-18,2025-05-25,42,5,0
CUST1275,Jaggi and Sons,Manufacturing,Enterprise,2019-06-10,2025-06-30,1,8,0
CUST1276,Chana-Sanghvi,Healthcare,Enterprise,2024-03-27,2025-06-30,1,8,0
CUST1277,Kaur-Issac,Government,Small,2020-12-04,2025-06-30,1,8,0
CUST1278,"Dey, Bahl and Mitra",Manufacturing,Enterprise,2020-10-12,2025-06-30,1,8,0
CUST1279,Comar-Palla,Tech,Enterprise,2022-01-21,2025-06-30,1,8,0
CUST1280,Ben-Ramakrishnan,Government,Mid-Market,2022-11-11,2025-06-30,1,8,0
CUST1281,Chauhan Group,Healthcare,Small,2021-05-03,2025-06-30,1,8,0
CUST1282,Korpal PLC,Education,Mid-Market,2024-09-11,2025-06-30,1,8,0
CUST1283,Tank Group,Retail,Small,2022-07-02,2023-11-13,8,5,1
CUST1284,Singh and Sons,Finance,Mid-Market,2020-12-08,2025-06-30,1,8,0
CUST1285,Deshpande PLC,Finance,Small,2023-06-30,2025-06-30,1,8,0
CUST1286,Thakur LLC,Education,Enterprise,2023-07-06,2025-06-30,1,8,0
CUST1287,"Bumb, Raju and Karnik",Finance,Small,2019-05-19,2025-06-30,1,8,0
CUST1288,Sharaf-Patel,Manufacturing,Mid-Market,2021-12-06,2025-06-30,1,8,0
